#title VVV polarizator air
#Created 1
#type 0
#Parameters Parameters
#param Time,7.8.2013 15:16:51
#param Detection,Lock-in / AUX1
#param Profile,5
#param Timebase,30 ms
#param Normalization,3.71 V
#param AUX1,3.54 V
#param Vac. box,996.8 mBar
#param A-line,fast scanning (55.413 ps)
#param B-line,0.000 ps (-182.500 ps)
#param C-line,-1.700 ps (-214.967 ps)
#param D-line,0.000 ps (-292.023 ps)
#param Lock-in input range,50 mV
#param Mira power,510 mW
#param D1=D2 peak,2.5 V
#param Emitter,METEX, +/-10 V
#param AC frequency,91.3 kHz
#param polarization,vertical
#param sample holder,
#param aperture,- mm
#param Temperature,294 K
#param sample,-
#param Thickness,? mm
#param Accumulations,15
#column VVV polarizator air
-3.9	0.02857632
-3.88	0.029664
-3.86	0.02827968
-3.84	0.02531328
-3.82	0.02432448
-3.8	0.02392896
-3.78	0.02135808
-3.76	0.01740288
-3.74	0.01522752
-3.72	0.01008576
-3.7	0.008207039
-3.68	0.00820704
-3.66	0.00573504
-3.64	0.0034608
-3.62	0.00118656
-3.6	0.00168096
-3.58	0.00316416
-3.56	0.004944
-3.54	0.007416
-3.52	0.0118656
-3.5	0.01552416
-3.48	0.01908384
-3.46	0.01918272
-3.44	0.02116032
-3.42	0.02234688
-3.4	0.0232368
-3.38	0.02234688
-3.36	0.0202704
-3.34	0.01661184
-3.32	0.01147008
-3.3	0.00800928
-3.28	0.00375744
-3.26	0.0014832
-3.24	2.134281E-11
-3.22	-0.00217536
-3.2	-0.00365856
-3.18	-0.00385632
-3.16	-0.00326304
-3.14	-0.00286752
-3.12	-0.00187872
-3.1	-0.0019776
-3.08	-0.00108768
-3.06	0.00207648
-3.04	0.00435072
-3.02	0.00464736
-3	0.006723841
-2.98	0.008009279
-2.96	0.00850368
-2.94	0.007910401
-2.92	0.0093936
-2.9	0.01147008
-2.88	0.01364544
-2.86	0.01621632
-2.84	0.01908384
-2.82	0.0237312
-2.8	0.02926848
-2.78	0.03292704
-2.76	0.0375744
-2.74	0.04558368
-2.72	0.05161536
-2.7	0.0538896
-2.68	0.054384
-2.66	0.05744928
-2.64	0.06071232
-2.62	0.05952576
-2.6	0.0553728
-2.58	0.05220864
-2.56	0.04874784
-2.54	0.04380384
-2.52	0.03628897
-2.5	0.0291696
-2.48	0.02165472
-2.46	0.01562304
-2.44	0.009591361
-2.42	0.0034608
-2.4	0.00355968
-2.38	0.00227424
-2.36	0.00128544
-2.34	0.00177984
-2.32	0.00375744
-2.3	0.00484512
-2.28	0.0088992
-2.26	0.0118656
-2.24	0.017304
-2.22	0.01918272
-2.2	0.02313792
-2.18	0.02649984
-2.16	0.02808192
-2.14	0.03193824
-2.12	0.03579456
-2.1	0.03727776
-2.08	0.0390576
-2.06	0.039552
-2.04	0.04123296
-2.02	0.04261728
-2	0.04212288
-1.98	0.04093632
-1.96	0.04113408
-1.94	0.04172736
-1.92	0.0410352
-1.9	0.03747552
-1.88	0.03539904
-1.86	0.0326304
-1.84	0.02926848
-1.82	0.02758752
-1.8	0.0266976
-1.78	0.02481888
-1.76	0.02481888
-1.74	0.02363232
-1.72	0.02294016
-1.7	0.02353344
-1.68	0.02442336
-1.66	0.02640096
-1.64	0.0281808
-1.62	0.02827968
-1.6	0.02808192
-1.58	0.02808192
-1.56	0.0291696
-1.54	0.03094944
