#param comment,Experimental 200x180
#column freq
#column |t|
#column phase(t)
#column real t
#column imag t
0.06103516e+12	0.2279381	-1.016003	0.1200704	-0.1937496
0.06713867e+12	0.2816249	-0.2380526	0.2736828	-0.06641012
0.07324219e+12	0.3781001	-1.29582	0.1026634	-0.3638954
0.0793457e+12	0.18459	-0.6046775	0.1518595	-0.1049388
0.08544922e+12	0.3413444	-1.389	0.0617138	-0.3357192
0.09155273e+12	0.1102034	-1.49725	0.008097754	-0.1099055
0.09765625e+12	0.4110385	-0.6501983	0.3271717	-0.2488198
0.1037598e+12	0.09021977	-1.361524	0.01874298	-0.08825138
0.1098633e+12	0.1473141	-0.2216609	0.1437099	-0.03238704
0.1159668e+12	0.1411732	-1.739957	-0.02376724	-0.1391582
0.1220703e+12	0.1078234	-0.7085617	0.08187018	-0.07016528
0.1281738e+12	0.1122126	-1.316918	0.02818332	-0.1086157
0.1342773e+12	0.111963	-1.101764	0.05060989	-0.0998717
0.1403809e+12	0.1595036	-0.9977363	0.08648375	-0.1340222
0.1464844e+12	0.1190692	-0.7992866	0.08301723	-0.08535582
0.1525879e+12	0.2008272	0.06410646	0.2004147	0.01286551
0.1586914e+12	0.08158254	-1.304514	0.02146818	-0.07870723
0.1647949e+12	0.100818	-0.8539041	0.066242	-0.07600182
0.1708984e+12	0.1117756	-1.030621	0.05748467	-0.09586082
0.177002e+12	0.08854576	-1.131599	0.03765083	-0.08014216
0.1831055e+12	0.1203537	-1.252032	0.03771809	-0.1142907
0.189209e+12	0.130913	-1.358269	0.0276136	-0.1279676
0.1953125e+12	0.1549372	-1.312292	0.03960743	-0.1497892
0.201416e+12	0.1689411	-1.304778	0.04441316	-0.1629986
0.2075195e+12	0.1715308	-1.18515	0.06452271	-0.1589328
0.2136231e+12	0.1628118	-1.196748	0.05948925	-0.1515543
0.2197266e+12	0.1677023	-1.288147	0.04677233	-0.1610478
0.2258301e+12	0.1958465	-1.285071	0.05519996	-0.1879064
0.2319336e+12	0.1817924	-1.184572	0.06848002	-0.1684012
0.2380371e+12	0.1779419	-1.25573	0.05514055	-0.1691829
0.2441406e+12	0.18785	-1.280905	0.05369654	-0.180012
0.2502441e+12	0.1934146	-1.296771	0.05233961	-0.1861982
0.2563477e+12	0.2025182	-1.268706	0.06025255	-0.1933475
0.2624512e+12	0.2065906	-1.295722	0.05611376	-0.1988239
0.2685547e+12	0.2097727	-1.234118	0.06929921	-0.1979954
0.2746582e+12	0.2091659	-1.29291	0.05737915	-0.2011417
0.2807617e+12	0.2269633	-1.242625	0.07315319	-0.214851
0.2868652e+12	0.2244291	-1.207378	0.07977806	-0.209771
0.2929687e+12	0.2209627	-1.233144	0.07319893	-0.2084861
0.2990723e+12	0.2325171	-1.206156	0.08291878	-0.2172296
0.3051758e+12	0.2324603	-1.224781	0.07883929	-0.2186828
0.3112793e+12	0.2391084	-1.173955	0.09241701	-0.2205265
0.3173828e+12	0.2389874	-1.18945	0.088944	-0.2218196
0.3234863e+12	0.2451021	-1.172959	0.09495874	-0.2259599
0.3295898e+12	0.2493512	-1.174744	0.09619451	-0.2300492
0.3356934e+12	0.2520954	-1.16994	0.0983693	-0.2321112
0.3417969e+12	0.2658589	-1.153643	0.1077153	-0.2430605
0.3479004e+12	0.2623991	-1.139572	0.1096786	-0.2383777
0.3540039e+12	0.2655199	-1.137599	0.1114585	-0.2409934
0.3601074e+12	0.2745224	-1.140838	0.11443	-0.2495362
0.3662109e+12	0.2714889	-1.120485	0.1181644	-0.2444246
0.3723145e+12	0.2789826	-1.145039	0.1152227	-0.2540768
0.378418e+12	0.2840167	-1.148286	0.1164614	-0.259041
0.3845215e+12	0.2957343	-1.150697	0.1206156	-0.2700198
0.390625e+12	0.3049309	-1.122012	0.1323007	-0.2747352
0.3967285e+12	0.2972983	-1.110161	0.1321542	-0.266311
0.402832e+12	0.3102647	-1.140787	0.1293431	-0.2820188
0.4089356e+12	0.3166144	-1.120352	0.137843	-0.2850333
0.4150391e+12	0.3195648	-1.104291	0.1437299	-0.2854179
0.4211426e+12	0.3223813	-1.13319	0.1366165	-0.2920029
0.4272461e+12	0.3319932	-1.109816	0.1476793	-0.2973388
0.4333496e+12	0.339023	-1.11518	0.1491754	-0.3044393
0.4394532e+12	0.3437017	-1.098471	0.1563699	-0.3060708
0.4455567e+12	0.3521371	-1.098451	0.1602141	-0.3135793
0.4516602e+12	0.3541448	-1.079709	0.1670092	-0.3122923
0.4577637e+12	0.3607802	-1.075848	0.1713655	-0.3174842
0.4638672e+12	0.3617846	-1.073128	0.1727081	-0.3178993
0.4699707e+12	0.3699372	-1.057784	0.1815665	-0.3223153
0.4760742e+12	0.3707936	-1.080268	0.174678	-0.3270711
0.4821778e+12	0.3846374	-1.057828	0.1887667	-0.3351313
0.4882813e+12	0.3903126	-1.055919	0.1922008	-0.3397098
0.4943848e+12	0.3968182	-1.035415	0.2024443	-0.3412931
0.5004883e+12	0.4026294	-1.031034	0.2069241	-0.345388
0.5065918e+12	0.407924	-1.020457	0.2133345	-0.3476929
0.5126953e+12	0.4159826	-1.011744	0.2206302	-0.3526526
0.5187988e+12	0.4188506	-0.9964622	0.2275514	-0.3516478
0.5249023e+12	0.4250678	-0.9992126	0.2299467	-0.3575013
0.5310059e+12	0.4345189	-0.9850634	0.2402065	-0.3620877
0.5371094e+12	0.4351427	-0.975385	0.2440495	-0.3602624
0.5432129e+12	0.446536	-0.987298	0.2460176	-0.3726524
0.5493164e+12	0.4604215	-0.9602448	0.2639686	-0.3772381
0.5554199e+12	0.4611196	-0.9436321	0.2706085	-0.3733662
0.5615234e+12	0.4650085	-0.9394002	0.2744816	-0.3753568
0.567627e+12	0.4730175	-0.9414139	0.2784397	-0.3823832
0.5737305e+12	0.4838323	-0.9254873	0.2909987	-0.3865404
0.579834e+12	0.4890681	-0.9171365	0.2974003	-0.3882534
0.5859375e+12	0.4963889	-0.9036439	0.3071414	-0.3899566
0.592041e+12	0.5036459	-0.9038528	0.311549	-0.3957226
0.5981445e+12	0.5113754	-0.8848634	0.3239027	-0.3957168
0.604248e+12	0.5195513	-0.880904	0.3306706	-0.4007375
0.6103516e+12	0.5249649	-0.8678308	0.3393809	-0.4005106
0.6164551e+12	0.5381626	-0.8604918	0.3509169	-0.4080152
0.6225586e+12	0.5429408	-0.8428158	0.361253	-0.4053159
0.6286621e+12	0.5500389	-0.8303394	0.3710701	-0.406017
0.6347656e+12	0.5549405	-0.8228538	0.3774327	-0.4068212
0.6408691e+12	0.5643177	-0.8119979	0.3882788	-0.4095046
0.6469727e+12	0.5723379	-0.8014584	0.3981525	-0.4111512
0.6530762e+12	0.5782161	-0.7895539	0.4071579	-0.4105561
0.6591797e+12	0.589963	-0.7828959	0.4182094	-0.4161216
0.6652832e+12	0.5958182	-0.7702858	0.4276256	-0.4148923
0.6713867e+12	0.6120903	-0.7571359	0.444871	-0.4204097
0.6774902e+12	0.6167701	-0.7388294	0.4559518	-0.4153472
0.6835937e+12	0.6271424	-0.7274365	0.468401	-0.4170229
0.6896973e+12	0.6371421	-0.714257	0.4814119	-0.4173639
0.6958008e+12	0.6471063	-0.6939905	0.4974305	-0.4138955
0.7019043e+12	0.6533499	-0.6799097	0.5080642	-0.410776
0.7080078e+12	0.6623533	-0.6683948	0.5198265	-0.4104782
0.7141113e+12	0.6753572	-0.6544251	0.535827	-0.4110921
0.7202148e+12	0.6859921	-0.6347585	0.5523711	-0.4067817
0.7263184e+12	0.69508	-0.6167796	0.5670084	-0.402042
0.7324219e+12	0.7075112	-0.6008875	0.5835794	-0.400009
0.7385254e+12	0.7170365	-0.5743113	0.602	-0.3895349
0.7446289e+12	0.7246743	-0.5547452	0.6159983	-0.3817053
0.7507324e+12	0.7294676	-0.5328302	0.6283435	-0.37055
0.7568359e+12	0.7380238	-0.5195978	0.6406186	-0.3664517
0.7629395e+12	0.748664	-0.4974246	0.6579367	-0.3572354
0.769043e+12	0.7566504	-0.4733536	0.6734526	-0.3449371
0.7751465e+12	0.7609685	-0.4520404	0.6845351	-0.3323925
0.78125e+12	0.7696201	-0.4328792	0.6986316	-0.322845
0.7873535e+12	0.7783588	-0.4090257	0.714151	-0.3095654
0.793457e+12	0.783705	-0.3794603	0.7279559	-0.2902994
0.7995605e+12	0.7839925	-0.3581278	0.7342519	-0.2748062
0.8056641e+12	0.7917114	-0.336571	0.7472906	-0.2614646
0.8117676e+12	0.7964897	-0.3081141	0.7589808	-0.2415451
0.8178712e+12	0.7969092	-0.27915	0.7660608	-0.2195793
0.8239747e+12	0.7949617	-0.2553799	0.769179	-0.2008177
0.8300782e+12	0.7969477	-0.2325091	0.7755029	-0.1836326
0.8361817e+12	0.798245	-0.2033632	0.7817954	-0.161217
0.8422852e+12	0.7935133	-0.171792	0.7818328	-0.1356497
0.8483887e+12	0.7831157	-0.1454213	0.7748499	-0.1134807
0.8544922e+12	0.7749995	-0.1265442	0.7688026	-0.09781019
0.8605958e+12	0.7654373	-0.09993958	0.7616179	-0.07637021
0.8666993e+12	0.7461054	-0.08692765	0.7432883	-0.06477554
0.8728028e+12	0.7346336	-0.08637142	0.7318951	-0.06337249
0.8789063e+12	0.729401	-0.0912528	0.7263662	-0.06646755
0.8850098e+12	0.73229	-0.08954716	0.729356	-0.06548689
0.8911133e+12	0.7344785	-0.09077477	0.7314545	-0.06658059
0.8972169e+12	0.7451307	-0.08669972	0.742332	-0.06452172
0.9033204e+12	0.7557342	-0.08184004	0.7532048	-0.0617803
0.9094239e+12	0.7769712	-0.06305289	0.7754272	-0.04895783
0.9155274e+12	0.7862828	-0.03438592	0.785818	-0.02703173
0.9216309e+12	0.7981113	-0.009304762	0.7980767	-0.007426129
0.9277344e+12	0.8074328	0.0277288	0.8071224	0.02238627
0.933838e+12	0.8090563	0.06811118	0.8071804	0.05506318
0.9399415e+12	0.802708	0.102216	0.7985182	0.0819068
0.946045e+12	0.8004607	0.1334491	0.7933437	0.106504
0.9521485e+12	0.7968773	0.1672785	0.7857541	0.1326797
0.958252e+12	0.7900853	0.2106361	0.7726229	0.1651926
0.9643555e+12	0.7735949	0.246023	0.7503009	0.188408
0.970459e+12	0.7598546	0.2819021	0.7298617	0.2113788
0.9765626e+12	0.7396805	0.3176082	0.7026855	0.2309987
0.9826661e+12	0.7127197	0.3511346	0.6692318	0.2451495
0.9887696e+12	0.6857001	0.3678878	0.6398192	0.2466088
0.9948731e+12	0.6605802	0.384991	0.612227	0.2480814
1.000977e+12	0.6364549	0.3897985	0.5887116	0.2418541
1.00708e+12	0.6171867	0.3914042	0.5705115	0.2354485
1.013184e+12	0.6016223	0.3968952	0.5548556	0.2325612
1.019287e+12	0.5821143	0.4004462	0.5360615	0.2269252
1.025391e+12	0.5627272	0.3972418	0.5189085	0.2177059
1.031494e+12	0.5492057	0.3824227	0.5095329	0.2049467
1.037598e+12	0.5388328	0.3797067	0.5004535	0.1997173
1.043701e+12	0.5237983	0.3654969	0.4891995	0.1872126
1.049805e+12	0.5178323	0.3464931	0.4870572	0.1758566
1.055908e+12	0.5154679	0.3375447	0.4863803	0.1707082
1.062012e+12	0.5072556	0.3308924	0.4797384	0.1648008
1.068115e+12	0.5052208	0.3145463	0.480433	0.1563078
1.074219e+12	0.5038549	0.3061264	0.4804298	0.1518454
1.080322e+12	0.5039916	0.3064578	0.4805097	0.1520459
1.086426e+12	0.4973882	0.3025701	0.4747937	0.148209
1.092529e+12	0.4944745	0.293411	0.4733421	0.1430115
1.098633e+12	0.493407	0.278785	0.4743568	0.1357796
1.104736e+12	0.4962407	0.2798589	0.4769342	0.1370716
1.11084e+12	0.4900302	0.2711008	0.4721327	0.1312263
1.116943e+12	0.4982122	0.2559713	0.4819793	0.1261399
1.123047e+12	0.5026903	0.2686324	0.4846612	0.1334206
1.12915e+12	0.4980371	0.2747431	0.4793582	0.1351173
1.135254e+12	0.4970163	0.2666762	0.4794479	0.130977
1.141357e+12	0.499468	0.2674372	0.4817125	0.1319897
1.147461e+12	0.5005656	0.2740042	0.481892	0.1354473
1.153564e+12	0.496253	0.2774968	0.4772685	0.1359481
1.159668e+12	0.4950434	0.2736266	0.4766264	0.1337731
1.165771e+12	0.4944745	0.2696479	0.4766066	0.1317241
1.171875e+12	0.4986511	0.2717565	0.480351	0.1338498
1.177979e+12	0.4949204	0.2801927	0.4756196	0.1368657
1.184082e+12	0.4945464	0.2706769	0.47654	0.1322337
1.190186e+12	0.4976018	0.2774065	0.4785779	0.1362743
1.196289e+12	0.4978951	0.2810769	0.4783564	0.1381114
1.202393e+12	0.4946015	0.2884197	0.4741718	0.1406833
1.208496e+12	0.4956812	0.2826729	0.4760093	0.1382571
1.2146e+12	0.4946272	0.293539	0.4734699	0.1431163
1.220703e+12	0.4935508	0.2916949	0.4727022	0.1419333
1.226807e+12	0.4915509	0.294566	0.470379	0.1427093
1.23291e+12	0.495084	0.2893198	0.4745074	0.1412476
1.239014e+12	0.4952344	0.3027518	0.472711	0.1476531
1.245117e+12	0.4946408	0.3047803	0.4718442	0.1484336
1.251221e+12	0.4930117	0.3061011	0.4700944	0.1485658
1.257324e+12	0.497267	0.3139985	0.4729538	0.1535879
1.263428e+12	0.4928194	0.319443	0.4678879	0.1547639
1.269531e+12	0.4947546	0.3225729	0.4692366	0.1568411
1.275635e+12	0.4937749	0.3302143	0.4670977	0.1601044
1.281738e+12	0.4932449	0.3326933	0.4661984	0.1610888
1.287842e+12	0.4940282	0.3429616	0.4652575	0.1661307
1.293945e+12	0.4896998	0.3470667	0.4605013	0.1665669
1.300049e+12	0.4898596	0.3472875	0.4606147	0.166723
1.306152e+12	0.4919721	0.349396	0.4622469	0.168417
1.312256e+12	0.4906701	0.3631046	0.4586778	0.1742753
1.318359e+12	0.4904752	0.3630851	0.4584989	0.1741971
1.324463e+12	0.4882191	0.3719211	0.45484	0.1774217
1.330566e+12	0.4907625	0.3768485	0.4563252	0.1805966
